sentencia,razon
T-507/98,"llm_no_pertinente: Empleado público bajo régimen estatutario (carrera docente estatal); vinculación regida por sistema de concurso y normas de carrera administrativa, no por CST/Ley 50 de 1990."
T-828/09,no_pasa_prefiltro_keywords
T-1212/04,"llm_no_pertinente: El caso trata sobre la naturaleza jurídica de empresas de servicios públicos domiciliarios y procedibilidad de tutela contra particulares, no sobre una relación laboral individual regida por el CST."
T-410/24,"llm_no_pertinente: El caso trata sobre restitución de tierras y reparación de víctimas del conflicto armado (Ley 1448 de 2011), no sobre relaciones laborales individuales regidas por el CST."
T-568/02,"llm_no_pertinente: El caso trata sobre derechos de propietarios de oficinas en propiedad horizontal contra un administrador de edificio, no sobre una relación laboral individual regida por el CST."
T-225/23,sin_texto_o_url_no_resuelve
T-136/11,"llm_no_pertinente: El caso trata sobre pensión de sobrevivientes (seguridad social), no sobre relación laboral individual regida por CST."
T-290/98,no_pasa_prefiltro_keywords
T-455/18,no_pasa_prefiltro_keywords
T-346/15,"llm_no_pertinente: El caso trata sobre derechos de usuarios de créditos hipotecarios frente a entidades financieras (relación de consumo financiero), no sobre una relación laboral individual regida por el Código Sustantivo del Trabajo."
T-331/93,"llm_no_pertinente: El caso trata sobre derechos patrimoniales de herencia, dominio y posesión de una finca (derecho civil/inmobiliario), no sobre una relación laboral individual regida por el CST."
T-034/95,no_pasa_prefiltro_keywords
T-208A/18,sin_texto_o_url_no_resuelve
T-929/12,"llm_no_pertinente: El caso trata sobre cancelación de cédula de ciudadanía por doble cedulación y derechos de personalidad jurídica, materia de derecho administrativo y civil, no de derecho laboral individual."
T-271/23,"llm_no_pertinente: El caso trata sobre derecho de familia (violencia contra la mujer, patria potestad, interés superior del menor), no sobre relación laboral individual regida por el CST."
T-985/03,"llm_no_pertinente: El caso trata sobre derechos fundamentales de personas desplazadas por violencia, no sobre una relación laboral individual regida por el CST."
T-289/04,no_pasa_prefiltro_keywords
T-792/01,no_pasa_prefiltro_keywords
T-1028/07,no_pasa_prefiltro_keywords
T-566/16,"llm_no_pertinente: El tema central es sustitución pensional y pensión de sobrevivientes, que son materias de seguridad social y sistema pensional, excluidas del alcance de derecho laboral individual."
T-244/08,no_pasa_prefiltro_keywords
T-476/00,"llm_no_pertinente: El tema central es seguridad social en salud (EPS): cobertura y negación de servicios de salud por parte de una EPS, no un litigio de relación laboral individual entre empleador y trabajador regido por el CST."
T-857/14,no_pasa_prefiltro_keywords
SU-103/22,"llm_no_pertinente: El caso versa sobre una controversia contractual entre una empresa (Proactiva) y una entidad estatal (UAESP) resuelta mediante arbitramento y tutela contra laudo arbitral, no sobre una relación laboral individual regida por el CST."
T-867/05,"llm_no_pertinente: El caso trata sobre pensión de vejez y cálculo pensional, que es materia de seguridad social, no de derecho laboral individual. Además, el vínculo es de funcionaria pública en carrera diplomática bajo régimen estatutario especial, no bajo CST."
T-1054/02,no_pasa_prefiltro_keywords
T-268/23,sin_texto_o_url_no_resuelve
T-061/04,"llm_no_pertinente: El tema central es pensión de vejez y sustitución pensional (seguridad social), no relación laboral individual regida por CST."
T-1229/05,"llm_no_pertinente: El caso trata sobre derechos a la salud y consentimiento informado del paciente frente a procedimientos médicos, no sobre una relación laboral individual regida por el CST."
T-597/01,"llm_no_pertinente: El caso trata sobre derecho a la salud (trasplante de médula ósea) y cobertura de servicios médicos por EPS/entidad de salud, no sobre relación laboral individual regida por el CST."
T-737/15,"llm_no_pertinente: El tema central es pensión de invalidez (seguridad social), no relación laboral individual regida por CST."
T-028/96,"llm_no_pertinente: El caso trata sobre derechos fundamentales al buen nombre y la honra en contexto de discusiones en establecimiento educativo, no sobre relación laboral individual (contratación, salario, terminación, jornada, etc. regida por CST)."
SU-1720/00,no_pasa_prefiltro_keywords
T-078/26,no_pasa_prefiltro_keywords
T-979/12,no_pasa_prefiltro_keywords
T-869/13,"llm_no_pertinente: El caso versa sobre expedición de cédula de ciudadanía y corrección de registro civil, materias de derecho administrativo y civil, ajenas al derecho laboral individual."
T-205/00,"llm_no_pertinente: El tema central es pago de mesadas pensionales (pensión), no relación laboral individual regida por CST. Pensión siempre es excluida."
T-1243/01,"llm_no_pertinente: El caso trata sobre sociedad conyugal, liquidación de bienes matrimoniales y obligaciones alimentarias; es derecho de familia, no derecho laboral individual."
T-029/04,"llm_no_pertinente: El tema central es fuero sindical, materia de derecho colectivo, no relación laboral individual."
T-072/01,no_pasa_prefiltro_keywords
SU-466/25,"llm_no_pertinente: El caso trata sobre derecho fundamental al cuidado y servicios de EPS (seguridad social en salud), no sobre relación laboral individual regida por el CST."
T-1014/05,no_pasa_prefiltro_keywords
T-994/12,"llm_no_pertinente: El caso trata sobre obligaciones de una ARP en materia de seguridad social en salud (cobertura y continuidad de servicios médicos por accidente de trabajo), no sobre una relación laboral individual regida por el CST."
T-582/15,no_pasa_prefiltro_keywords
T-764/11,no_pasa_prefiltro_keywords
T-673/11,"llm_no_pertinente: El caso trata sobre pensión de sobrevivientes e invalidez ante entidades de seguridad social (Fondo Nacional de Prestaciones Sociales del Magisterio e ISS), lo que es materia de seguridad social en pensiones, no de derecho laboral individual."
T-652/04,llm_no_pertinente: El tema central es seguridad social en salud (EPS): negación de cobertura de examen de carga viral por Saludcoop. La relación laboral del cotizante es incidental; el litigio se centra en prestaciones de salud ante la EPS.
T-990/03,no_pasa_prefiltro_keywords
T-291/99,"llm_no_pertinente: Los actores son docentes al servicio de municipio (empleados públicos bajo régimen estatutario/administrativo del magisterio), no trabajadores regidos por CST."
T-160/22,"llm_no_pertinente: El caso trata sobre derecho a la salud y negación de servicios por una EPS, no sobre una relación laboral individual regida por el CST."
T-010/10,"llm_no_pertinente: El tema central es reconocimiento de PENSION DE VEJEZ contra el Instituto de Seguro Social, que es seguridad social en pensiones, no relación laboral individual regida por CST."
T-440/10,"llm_no_pertinente: El tema central es pensión de vejez y seguridad social, no relación laboral individual regida por el CST."
T-277/97,no_pasa_prefiltro_keywords
T-911/02,no_pasa_prefiltro_keywords
T-596/06,no_pasa_prefiltro_keywords
T-918/14,"llm_no_pertinente: El caso trata sobre procedimiento penal (declaración de persona ausente, derecho a la defensa en proceso penal), no sobre relación laboral individual regulada por el CST."
T-190/15,"llm_no_pertinente: El tema central es pensión de invalidez (seguridad social), no relación laboral individual regida por CST."
T-868/02,"llm_no_pertinente: El caso trata sobre caución prendaria en materia penal y derecho procesal penal, no sobre relación laboral individual regida por el CST."
T-092/08,"llm_no_pertinente: El caso trata sobre reliquidación de crédito UPAC y obligaciones crediticias en proceso ejecutivo, no sobre una relación laboral individual regida por el CST."
T-259/07,"llm_no_pertinente: El tema central es pensión de invalidez (seguridad social), no relación laboral individual regida por CST."
T-679/04,no_pasa_prefiltro_keywords
T-698/14,"llm_no_pertinente: El tema central es seguridad social en salud (EPS) y pago de incapacidad laboral por entidad de seguridad social, no una relación laboral individual con empleador regida por CST."
T-735/14,"llm_no_pertinente: El fragmento trata sobre procedimiento de tutela contra providencias judiciales y carencia actual de objeto, sin evidenciar un conflicto laboral individual regido por el CST."
T-088/03,"llm_no_pertinente: El caso trata sobre un proceso sucesoral y derecho de familia (herencia, bienes en sucesión), no sobre relación laboral individual regida por el CST."
T-674/16,no_pasa_prefiltro_keywords
T-778/09,no_pasa_prefiltro_keywords
T-020/14,"llm_no_pertinente: El caso trata sobre habeas data y protección de datos personales en bases de datos, no sobre una relación laboral individual regida por el CST."
T-399/04,no_pasa_prefiltro_keywords
T-1177/00,no_pasa_prefiltro_keywords
T-705/04,"llm_no_pertinente: El caso trata sobre pensión y seguridad social (conmutación pensional, Fondo de Previsión Social del Congreso), no sobre relación laboral individual regida por el CST."
T-440/95,no_pasa_prefiltro_keywords
T-680/96,no_pasa_prefiltro_keywords
T-375/01,"llm_no_pertinente: Los accionantes son docentes oficiales del Departamento de Caldas, régimen estatutario/administrativo no regido por CST sino por normas especiales de empleado público, fuera del alcance de derecho laboral individual CST."
T-115/11,"llm_no_pertinente: El caso trata sobre pensión de invalidez y derecho a la seguridad social en pensiones, no sobre relación laboral individual regida por el CST"
T-004/15,"llm_no_pertinente: El tema central es pensión de sobrevivientes y sustitución pensional, que son materias de seguridad social/pensional, no de derecho laboral individual."
T-331/14,"llm_no_pertinente: El caso trata sobre procedimiento administrativo en materia urbanística (licencia de construcción, régimen de obras urbanísticas), no sobre relación laboral individual regida por el CST."
T-075/14,llm_no_pertinente: El caso trata sobre procedibilidad de tutela contra providencias judiciales y caducidad en reparación directa por falla en servicio médico; no sobre relación laboral individual regida por CST.
T-300/17,"llm_no_pertinente: El caso trata sobre derechos de consulta previa de comunidades indígenas (derecho fundamental colectivo y ambiental), no sobre una relación laboral individual regida por el CST."
T-431/16,"llm_no_pertinente: El caso trata sobre incumplimiento de régimen de visitas de menores de edad ante el ICBF y autoridades de familia; es derecho de familia/protección de menores, no relación laboral individual regida por el CST."
T-1246/00,sin_articulos_fundamento_directo
T-767/06,"llm_no_pertinente: El caso trata sobre responsabilidad fiscal y caducidad de acción fiscal ante la Contraloría, no sobre relación laboral individual regida por el CST."
T-801/12,no_pasa_prefiltro_keywords
T-899/07,"llm_no_pertinente: El caso trata sobre negación de cobertura y servicios de salud por parte de una EPS (Colmedica), que es un litigio de seguridad social en salud, no un conflicto laboral individual regido por el CST."
T-197/22,"llm_no_pertinente: El caso trata sobre negación de servicio de salud por una EPS, no sobre relación laboral individual regida por el CST."
T-474/19,no_pasa_prefiltro_keywords
T-1107/02,no_pasa_prefiltro_keywords
SU-515/13,llm_no_pertinente: El fragmento trata sobre procedimiento de tutela contra providencias judiciales y defectos sustantivos en decisiones judiciales; no aborda relación laboral individual ni temas del Código Sustantivo del Trabajo.
T-844/13,"llm_no_pertinente: El caso trata sobre reconocimiento de pensión y derechos pensionales, que es materia de seguridad social excluida del alcance de derecho laboral individual."
T-456/22,"llm_no_pertinente: El caso trata sobre impugnación de un concurso de méritos para acceso a cargos públicos, no sobre una relación laboral individual regida por el CST. Es función pública y derecho administrativo, no derecho laboral individual."
T-110/24,"llm_no_pertinente: El caso trata sobre acceso a un programa de asistencia social (Familias en Acción) y discriminación en focalización de gasto público, no sobre una relación laboral individual regida por el CST."
T-041/18,"llm_no_pertinente: El caso trata sobre acción de reparación directa por accidente de tránsito y tutela contra providencias judiciales, no sobre una relación laboral individual regida por el CST."
T-1041/02,"llm_no_pertinente: El caso trata sobre pensión de vejez y bono pensional, que son materia de seguridad social (pensiones), no de derecho laboral individual regido por el CST."
T-215/02,no_pasa_prefiltro_keywords
T-184/08,"llm_no_pertinente: El accionante es docente/coordinadora de institución estatal educativa, régimen estatutario (Secretaría de Educación), no regido por CST sino por estatuto especial del magisterio."
T-123/21,no_pasa_prefiltro_keywords
T-103/17,no_pasa_prefiltro_keywords
T-415/13,"llm_no_pertinente: El caso trata sobre restitución de tierras a víctimas del conflicto armado conforme a la Ley 1448 de 2011, no sobre relación laboral individual regulada por el Código Sustantivo del Trabajo."
T-243/24,no_pasa_prefiltro_keywords
T-673/96,"llm_no_pertinente: El accionante es docente oficial (profesor de colegio público); el vínculo es estatutario bajo régimen especial de empleado público, no regido por CST. El caso trata sobre derecho de petición ante entidad administrativa y amenazas, no sobre una relación laboral individual conforme al Código Sustantivo del Trabajo."
T-662/08,"llm_no_pertinente: El caso trata sobre seguridad social en salud (EPS): negación de cobertura de un servicio médico y exención de copagos ante una EPS, no sobre una relación laboral individual regida por el CST."
T-148/09,no_pasa_prefiltro_keywords
T-032/98,no_pasa_prefiltro_keywords
T-338/03,"llm_no_pertinente: El caso trata sobre pago de prestaciones laborales reclamado contra una entidad estatal de salud (ESE); aunque nominalmente laboral, el accionante es médico en una institución de salud pública y el litigio se centra en acreencias de salud, lo que configura un asunto de seguridad social en salud, no una relación laboral individual bajo CST."
T-037/01,"llm_no_pertinente: El tema central es seguridad social en salud (negación de cobertura médica por EPS/Seguro Social debido a mora en aportes), no un litigio laboral individual entre empleador y trabajador sobre relación contractual."
T-349/03,no_pasa_prefiltro_keywords
T-851/03,"llm_no_pertinente: El tema central es pago de licencia de maternidad reclamado contra el Seguro Social (EPS), lo que constituye un litigio de seguridad social en salud, no una relación laboral individual entre empleador y trabajador."
T-163/11,"llm_no_pertinente: El tema central es pensión de invalidez (seguridad social), no una relación laboral individual regida por el CST."
T-1251/05,"llm_no_pertinente: El tema central es pensión de invalidez (seguridad social), no relación laboral individual regida por CST."
T-914/03,"llm_no_pertinente: El caso trata sobre reconocimiento y pago de pensión de jubilación, que es materia de seguridad social/pensiones, excluida del alcance de derecho laboral individual."
T-446/03,no_pasa_prefiltro_keywords
T-1038/04,"llm_no_pertinente: El caso versa sobre una disputa civil/comercial entre un accionante y una entidad bancaria respecto al levantamiento de una hipoteca, no sobre una relación laboral individual regida por el CST."
T-1635/00,no_pasa_prefiltro_keywords
T-1050/08,"llm_no_pertinente: El tema central es seguridad social en salud (prestación de servicios médicos a militar retirado) y derechos de personal militar bajo régimen especial, no relación laboral individual regida por CST."
SU-1184/01,sin_texto_o_url_no_resuelve
T-024/00,no_pasa_prefiltro_keywords
T-961/05,"llm_no_pertinente: El tema central es seguridad social en salud (cobertura y negación de servicios de salud por EPS), no una relación laboral individual regida por el CST."
T-044/11,"llm_no_pertinente: El tema central es pensión de vejez y seguridad social en pensiones, no relación laboral individual regida por CST."
T-558/11,"llm_no_pertinente: El caso trata sobre calificación de pérdida de capacidad laboral y régimen de invalidez (Ley 100 de 1993), que es seguridad social en pensiones, no relación laboral individual regida por el CST."
T-591/15,no_pasa_prefiltro_keywords
T-161/12,"llm_no_pertinente: El tema central es pensión de vejez (seguridad social), no relación laboral individual regida por CST."
T-556/97,no_pasa_prefiltro_keywords
T-198/95,no_pasa_prefiltro_keywords
T-170/03,"llm_no_pertinente: El caso trata sobre derecho a la educación y asignación de cupos escolares, no sobre una relación laboral individual regida por el CST."
T-1062/07,"llm_no_pertinente: El caso versa sobre despido sin justa causa e inmediatez procesal de la tutela, pero el fundamento central es la protección de padres cabeza de familia y retén social (estabilidad laboral reforzada por vulnerabilidad económica), lo que la Corte trata como un asunto de derechos fundamentales y protección social, no como un litigio laboral individual sobre relación contractual regida por CST."
T-250/18,"llm_no_pertinente: El caso trata sobre sustitución pensional, que es materia de seguridad social (pensiones), no de derecho laboral individual."
T-948/08,revision_manual: sin_relacion_laboral_real_es_practicante
T-119/23,sin_texto_o_url_no_resuelve
T-123/25,sin_articulos_fundamento_directo
T-186/23,sin_texto_o_url_no_resuelve
T-265/24,sin_articulos_fundamento_directo
T-362/95,sin_articulos_fundamento_directo
T-355/00,"llm_no_pertinente: El vínculo es de empleado público bajo régimen estatutario especial (Policía Nacional), no regido por el CST sino por estatutos de la Fuerza Pública con disciplina y jerarquía militar propia."
T-543/09,"llm_no_pertinente: La accionante es docente oficial nombrada en propiedad al servicio del Departamento del Chocó, regida por régimen estatutario/administrativo (magisterio), no por el Código Sustantivo del Trabajo."
T-074/23,sin_texto_o_url_no_resuelve
T-519/09,"llm_no_pertinente: El tema central es reconocimiento de acreencias pensionales y pensión de jubilación, que son materia de seguridad social pensional, no de derecho laboral individual."
SU-448/16,"llm_no_pertinente: El caso trata sobre procedibilidad de tutela contra providencias judiciales y defectos procesales, no sobre una relación laboral individual regida por el CST."
SU-061/23,sin_texto_o_url_no_resuelve
SU-380/21,"llm_no_pertinente: El fragmento trata sobre procedencia de tutela contra sentencias de altas cortes y precedente judicial constitucional, no sobre una relación laboral individual."
SU-269/23,sin_texto_o_url_no_resuelve
T-501/20,sin_articulos_fundamento_directo
T-988/12,sin_articulos_fundamento_directo
T-265/21,sin_articulos_fundamento_directo
T-168/16,sin_articulos_fundamento_directo
T-864/14,"llm_no_pertinente: El caso trata sobre descuentos a mesadas pensionales y salarios en contexto de seguridad social (pensiones) y deudas judiciales, no sobre una relación laboral individual regida por CST."
T-358/05,"llm_no_pertinente: El accionante es empleado público del sector educativo (auxiliar de servicios generales nombrado por la Secretaría de Educación Departamental) bajo régimen estatutario, no CST. El vínculo es administrativo-estatal, no laboral individual regido por Código Sustantivo del Trabajo."
SU-995/99,sin_texto_o_url_no_resuelve
T-308/99,"llm_no_pertinente: El caso central trata sobre pago de pensiones (mesadas pensionales) y derechos de pensionados, lo que constituye seguridad social/pensión, no derecho laboral individual del CST."
T-660/04,"llm_no_pertinente: Los accionantes son personas nombradas en provisionalidad por entidades estatales (Ministerio de Educación, municipio, departamento), regidas por régimen administrativo/estatutario, no por CST."
T-415/23,sin_articulos_fundamento_directo
T-083/10,sin_articulos_fundamento_directo
T-944/00,"llm_no_pertinente: El caso trata sobre sanción disciplinaria a una estudiante en un establecimiento educativo (derecho a la educación y debido proceso en contexto académico), no sobre una relación laboral individual regida por el CST."
T-657/09,"llm_no_pertinente: El tema central es derecho de asociación sindical y persecución sindical, que constituyen derecho colectivo, no laboral individual."
T-186/13,"llm_no_pertinente: El caso trata sobre empleados públicos de carrera administrativa (servidores públicos en provisionalidad, concurso de méritos, carrera administrativa) regidos por régimen estatutario, no por CST. No es relación laboral individual bajo Código Sustantivo del Trabajo."
T-325/18,sin_articulos_fundamento_directo
T-374/24,"llm_no_pertinente: El caso trata sobre estabilidad laboral reforzada de prepensionados vinculada a pensión de vejez y régimen de ahorro individual (RAIS); aunque nominalmente laboral, el objeto central es la protección pensional y seguridad social en pensiones, no la relación laboral individual."
T-385/20,"llm_no_pertinente: El caso trata sobre estabilidad laboral reforzada de prepensionado vinculada a completar semanas de cotización para pensión de jubilación; aunque nominalmente toca estabilidad laboral, el objeto central es la protección de la expectativa pensional, no la relación laboral individual en sí."
T-003/18,"llm_no_pertinente: El caso trata sobre cumplimiento de sentencias judiciales y actos administrativos de ejecución en materia de nombramientos en provisionalidad en cargos de carrera administrativa estatal, no sobre relación laboral individual regida por CST."
T-683/16,"llm_no_pertinente: El accionante es empleado supernumerario de la Administración Pública (Registraduría Nacional); vinculación bajo régimen administrativo/estatutario, no CST."
T-295/08,sin_articulos_fundamento_directo
T-898/10,"llm_no_pertinente: El accionante es miembro activo de la Policía Nacional bajo régimen estatutario/administrativo especial, no regido por CST sino por normas propias de fuerzas de seguridad del Estado."
T-506/12,"llm_no_pertinente: El tema central es pensión de invalidez (seguridad social), no relación laboral individual regida por CST."
T-236/23,sin_texto_o_url_no_resuelve
T-143/18,sin_articulos_fundamento_directo
T-363/16,"llm_no_pertinente: El caso trata sobre discriminación por identidad de género y orientación sexual en contexto educativo, no sobre una relación laboral individual regida por el CST"
SU-236/22,"llm_no_pertinente: Aunque menciona terminación de contrato de docente, el caso central es libertad de expresión y censura en contexto universitario, no derecho laboral individual; además, la docente es empleada de institución universitaria privada bajo régimen que no es típicamente CST."
T-114/19,"llm_no_pertinente: El tema central es la negación de licencia de paternidad por EPS por incumplimiento de cotización; se trata de un conflicto de seguridad social en salud (prestación económica rechazada por EPS), no de una relación laboral individual entre empleador y trabajador regida por CST."
T-158/24,"llm_no_pertinente: El caso trata sobre licencia de paternidad y su pago reclamado contra una EPS por cobertura de seguridad social en salud, no sobre una relación laboral individual entre empleador y trabajador regida por el CST."
T-207/24,"llm_no_pertinente: El tema central es licencia de maternidad reclamada contra una EPS, que es seguridad social en salud, no un litigio laboral individual entre empleador y trabajador."
T-278/18,"llm_no_pertinente: El caso trata sobre negación de pago de licencia de maternidad por una EPS (seguridad social en salud), no sobre la relación laboral individual entre empleador y trabajador."
T-489/18,"llm_no_pertinente: El caso trata sobre pago de licencia de maternidad reclamado contra una EPS; además, la accionante es trabajadora independiente (cotizante independiente) sin empleador, por lo que no hay relación laboral individual regida por CST."
T-093/99,"llm_no_pertinente: El caso trata sobre pago de licencia de maternidad reclamado contra el Instituto de Seguros Sociales (EPS), no sobre una relación laboral individual entre empleador y trabajador conforme al CST."
T-410/16,"llm_no_pertinente: El caso trata sobre retiro parcial de cesantías, que es materia de seguridad social (prestación de cesantía), no de relación laboral individual regida por el CST. Además, la acción se dirige contra una administradora de fondos de pensiones y cesantías (Porvenir), no contra un empleador, y el objeto central es el derecho a la educación superior, no una controversia laboral entre empleador y trabajador."
SU-098/18,"llm_no_pertinente: El caso trata sobre auxilio de cesantías y sanciones moratorias por no consignación, que es materia de seguridad social (prestación social regulada por Ley 50/1990), no un litigio laboral individual sobre relación de trabajo."
T-906/07,"llm_no_pertinente: El vínculo es de capacitación/entrenamiento en programa de readaptación social (no contrato laboral tipo CST), y el caso central es estabilidad laboral reforzada por embarazo, cuya aplicabilidad depende de si existe relación laboral real, lo que es controvertido y requiere análisis previo sobre la naturaleza del vínculo."
T-174/11,"llm_no_pertinente: El caso trata sobre licencia de maternidad y su pago, que es materia de seguridad social en salud (prestaciones de maternidad), no relación laboral individual regida por CST. Aunque menciona contrato laboral, el objeto central es un derecho de seguridad social."
T-258/24,"llm_no_pertinente: El tema central es el pago de incapacidades por parte de una EPS (seguridad social en salud), no una relación laboral individual regida por CST."
T-425/21,"llm_no_pertinente: El accionante es practicante del SENA (formación académica) sin contrato laboral real, y la reclamación se dirige contra una EPS por negación de pago de incapacidades, lo que constituye un litigio de seguridad social en salud, no derecho laboral individual."
T-326/94,sin_articulos_fundamento_directo
T-182/22,sin_articulos_fundamento_directo
T-460/18,sin_articulos_fundamento_directo
T-190/16,revision_manual: seguridad_social_salud_eps_cotizacion
T-031/21,sin_articulos_fundamento_directo
T-310/15,sin_articulos_fundamento_directo
T-500/19,"llm_no_pertinente: El tema central es estabilidad laboral reforzada de prepensionados por próxima pensión de vejez; aunque nominalmente laboral, la causa sustancial es el estado de prepensión (seguridad social pensional), que hace el caso relevante al régimen pensional, no al derecho laboral individual del CST."
T-354/24,"llm_no_pertinente: El accionante es un servidor público (inspectora de policía) en carrera administrativa regida por estatuto especial, no por CST. El caso versa sobre derechos de funcionario público (reubicación en carrera administrativa, procedimiento de desvinculación administrativa, CNSC), no sobre relación laboral individual comercial."
T-889A/06,sin_texto_o_url_no_resuelve
T-320/07,no_pasa_prefiltro_keywords
T-1132/00,no_pasa_prefiltro_keywords
T-195/23,sin_texto_o_url_no_resuelve
T-091/19,"llm_no_pertinente: El caso versa sobre derecho a la educación y procedimiento disciplinario en institución educativa contra un estudiante, no sobre una relación laboral individual regida por el CST."
SU-509/01,no_pasa_prefiltro_keywords
T-011/11,"llm_no_pertinente: El caso trata centralmente sobre pensión de vejez y régimen de ahorro individual/prima media (seguridad social), no sobre relación laboral individual regida por CST."
T-482/23,"llm_no_pertinente: El tema central es pensión (deducciones a mesada pensional) y relación con Colpensiones, lo que corresponde a seguridad social/pensiones, no a relación laboral individual regida por CST."
T-102/01,"llm_no_pertinente: Carrera judicial y nombramiento de funcionarios bajo régimen estatutario especial, no relación laboral individual regida por CST."
T-129/07,"llm_no_pertinente: El tema central es pensión de sobrevivientes (seguridad social pensional), no relación laboral individual regida por CST."
T-276/12,no_pasa_prefiltro_keywords
T-223/04,no_pasa_prefiltro_keywords
T-1138/08,"llm_no_pertinente: El caso trata sobre seguridad social en salud (SOAT y cobertura médica en accidentes de tránsito), no sobre relación laboral individual regida por el CST."
T-372/00,no_pasa_prefiltro_keywords
T-016/02,"llm_no_pertinente: El caso trata sobre elección de alcalde y derecho administrativo electoral, no sobre relación laboral individual regida por el CST."
T-315/18,"llm_no_pertinente: El caso trata sobre devolución de saldos y derechos pensionales ante administradoras de fondos de pensiones, que es materia de seguridad social/pensión, no relación laboral individual regida por CST."
T-408/07,"llm_no_pertinente: El tema central es negación de cobertura de un servicio de salud (cirugía) por una EPS; es un litigio de seguridad social en salud, no una relación laboral individual regida por el CST."
T-320/14,no_pasa_prefiltro_keywords
T-330/98,"llm_no_pertinente: El tema central es PENSIÓN (jubilación/vejez), que está excluido del alcance de derecho laboral individual, independientemente de que mencione relación de trabajo."
T-727/08,"llm_no_pertinente: El caso trata sobre derecho colectivo (asociación sindical, fuero sindical, negociación colectiva implícita), no sobre relación laboral individual regida por el CST."
T-799/13,"llm_no_pertinente: El caso trata sobre pensión de vejez y régimen pensional especial, que es seguridad social, no derecho laboral individual."
T-315/06,"llm_no_pertinente: El caso trata sobre un contrato de mutuo hipotecario para adquisición de vivienda con el Fondo Nacional del Ahorro, no sobre una relación laboral individual regida por el Código Sustantivo del Trabajo."
T-288/96,no_pasa_prefiltro_keywords
T-347/08,"llm_no_pertinente: El tema central es pensión de vejez y régimen general de pensiones (Ley 100 de 1993), que es seguridad social en pensiones, no relación laboral individual regida por CST."
T-297/94,"llm_no_pertinente: El caso trata sobre fuero sindical y derechos colectivos (asociación y libertad sindical), que son materia de derecho colectivo, no derecho laboral individual."
T-634/08,"llm_no_pertinente: El tema central es pensión de jubilación/vejez de docente, materia de seguridad social que excluye el caso del alcance de derecho laboral individual."
T-709/11,no_pasa_prefiltro_keywords
T-779/98,"llm_no_pertinente: El accionante es empleado público de entidad estatal (Gobernación del Huila) bajo régimen administrativo, no CST; el caso trata de procedibilidad de tutela para cumplimiento de sentencias, no de una relación laboral individual sustantiva."
SU-501/15,no_pasa_prefiltro_keywords
T-1679/00,"llm_no_pertinente: El caso trata sobre liquidación forzosa de entidades financieras y recursos parafiscales de seguridad social en salud, no sobre una relación laboral individual regida por el CST."
T-1629/00,"llm_no_pertinente: El accionante es empleado público municipal (inspector de pesas y medidas del Municipio de Turbaco) bajo régimen estatutario/administrativo, no regido por CST sino por normas de derecho administrativo y carrera administrativa municipal."
T-1209/05,no_pasa_prefiltro_keywords
T-631/00,"llm_no_pertinente: El tema central es pensión de sobrevivientes y bono pensional, que son materia de seguridad social/pensional, no de derecho laboral individual."
T-730/04,no_pasa_prefiltro_keywords
T-633/01,"llm_no_pertinente: El tema central es seguridad social en salud (EPS): mora en pago de aportes a salud y prestación de servicios de salud, no una relación laboral individual regida por el CST."
T-242/98,"llm_no_pertinente: El tema central es pensión de jubilación (mesadas pensionales), que siempre excluye del alcance de derecho laboral individual, independientemente de que el accionante sea ex-trabajador."
T-146A/03,"llm_no_pertinente: El fragmento trata sobre procedencia de tutela contra decisiones judiciales arbitrarias (vía de hecho judicial), cuestión de derecho procesal constitucional, no sobre relación laboral individual."
T-022/19,"llm_no_pertinente: El caso trata sobre procedibilidad de acción de tutela contra providencias judiciales en un proceso laboral, no sobre una relación laboral individual sustantiva (contratación, terminación, salario, etc.). Lo laboral es incidental; el objeto central es derecho procesal constitucional."
T-090/06,"llm_no_pertinente: El accionante es empleado público bajo régimen estatutario/administrativo en proceso de reestructuración estatal, regido por normas de carrera administrativa (Ley 790 de 2002) y no por el CST."
T-340/20,"llm_no_pertinente: El caso trata sobre acceso a función pública mediante concurso de méritos y aplicación de lista de elegibles, régimen estatutario de empleado público, no relación laboral individual bajo CST."
T-681/99,no_pasa_prefiltro_keywords
T-616/05,"llm_no_pertinente: El tema central es seguridad social en salud (negación de cobertura de medicamento por EPS/Seguro Social), no relación laboral individual regida por CST."
T-1280/05,"llm_no_pertinente: Accionante es Personero Municipal (empleado público estatutario de entidad territorial), régimen administrativo especial, no CST."
T-1200/04,"llm_no_pertinente: El caso trata sobre pensión de invalidez y trámite ante el Seguro Social (seguridad social), no sobre relación laboral individual regida por CST."
T-483/16,"llm_no_pertinente: El caso trata sobre conflicto entre copropietarios en régimen de propiedad horizontal, no sobre una relación laboral individual regida por el CST."
T-003/95,no_pasa_prefiltro_keywords
T-960/01,no_pasa_prefiltro_keywords
T-1104/02,"llm_no_pertinente: El caso trata sobre el Fondo Nacional de Prestaciones Sociales del Magisterio (régimen especial de empleados públicos docentes), no sobre relación laboral individual regida por CST."
T-439/25,"llm_no_pertinente: El caso trata sobre derechos de un estudiante en educación superior (pérdida de cupo, proceso evaluativo académico), no sobre una relación laboral individual regida por el CST."
T-199/14,no_pasa_prefiltro_keywords
